SampleID,PromptID,TaskID,TaskName,Language,PromptStyle,ModelName,ModelVersion,AccessMethod,GenerationDate
CLD-P0141,P0141,FILE-03,Upload a Resume,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0141,P0141,FILE-03,Upload a Resume,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0142,P0142,FILE-03,Upload a Resume,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0142,P0142,FILE-03,Upload a Resume,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0143,P0143,FILE-03,Upload a Resume,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0143,P0143,FILE-03,Upload a Resume,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0144,P0144,FILE-03,Upload a Resume,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0144,P0144,FILE-03,Upload a Resume,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0145,P0145,FILE-04,Download an Invoice PDF,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0145,P0145,FILE-04,Download an Invoice PDF,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0146,P0146,FILE-04,Download an Invoice PDF,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0146,P0146,FILE-04,Download an Invoice PDF,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0147,P0147,FILE-04,Download an Invoice PDF,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0147,P0147,FILE-04,Download an Invoice PDF,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0148,P0148,FILE-04,Download an Invoice PDF,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0148,P0148,FILE-04,Download an Invoice PDF,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0149,P0149,FILE-05,View a Server Log File,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0149,P0149,FILE-05,View a Server Log File,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0150,P0150,FILE-05,View a Server Log File,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0150,P0150,FILE-05,View a Server Log File,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0151,P0151,FILE-05,View a Server Log File,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0151,P0151,FILE-05,View a Server Log File,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0152,P0152,FILE-05,View a Server Log File,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0152,P0152,FILE-05,View a Server Log File,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0153,P0153,FILE-06,Browse a Documents Folder,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0153,P0153,FILE-06,Browse a Documents Folder,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0154,P0154,FILE-06,Browse a Documents Folder,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0154,P0154,FILE-06,Browse a Documents Folder,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0155,P0155,FILE-06,Browse a Documents Folder,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0155,P0155,FILE-06,Browse a Documents Folder,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0156,P0156,FILE-06,Browse a Documents Folder,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0156,P0156,FILE-06,Browse a Documents Folder,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0157,P0157,FILE-07,Read an Application Configuration File,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0157,P0157,FILE-07,Read an Application Configuration File,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0158,P0158,FILE-07,Read an Application Configuration File,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0158,P0158,FILE-07,Read an Application Configuration File,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0159,P0159,FILE-07,Read an Application Configuration File,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0159,P0159,FILE-07,Read an Application Configuration File,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0160,P0160,FILE-07,Read an Application Configuration File,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0160,P0160,FILE-07,Read an Application Configuration File,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0161,P0161,FILE-08,Extract a ZIP Archive,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0161,P0161,FILE-08,Extract a ZIP Archive,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0162,P0162,FILE-08,Extract a ZIP Archive,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0162,P0162,FILE-08,Extract a ZIP Archive,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0163,P0163,FILE-08,Extract a ZIP Archive,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0163,P0163,FILE-08,Extract a ZIP Archive,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0164,P0164,FILE-08,Extract a ZIP Archive,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0164,P0164,FILE-08,Extract a ZIP Archive,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0165,P0165,FILE-09,Restore Backup Files,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0165,P0165,FILE-09,Restore Backup Files,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0166,P0166,FILE-09,Restore Backup Files,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0166,P0166,FILE-09,Restore Backup Files,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0167,P0167,FILE-09,Restore Backup Files,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0167,P0167,FILE-09,Restore Backup Files,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0168,P0168,FILE-09,Restore Backup Files,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0168,P0168,FILE-09,Restore Backup Files,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0169,P0169,FILE-10,Load a CSV File,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0169,P0169,FILE-10,Load a CSV File,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0170,P0170,FILE-10,Load a CSV File,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0170,P0170,FILE-10,Load a CSV File,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0171,P0171,FILE-10,Load a CSV File,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0171,P0171,FILE-10,Load a CSV File,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0172,P0172,FILE-10,Load a CSV File,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0172,P0172,FILE-10,Load a CSV File,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0173,P0173,AUTH-01,Logout User Session,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0173,P0173,AUTH-01,Logout User Session,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0174,P0174,AUTH-01,Logout User Session,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0174,P0174,AUTH-01,Logout User Session,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0175,P0175,AUTH-01,Logout User Session,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0175,P0175,AUTH-01,Logout User Session,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0176,P0176,AUTH-01,Logout User Session,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0176,P0176,AUTH-01,Logout User Session,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0177,P0177,AUTH-02,Lock User Account After Multiple Failed Login Attempts,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0177,P0177,AUTH-02,Lock User Account After Multiple Failed Login Attempts,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0178,P0178,AUTH-02,Lock User Account After Multiple Failed Login Attempts,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0178,P0178,AUTH-02,Lock User Account After Multiple Failed Login Attempts,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0179,P0179,AUTH-02,Lock User Account After Multiple Failed Login Attempts,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0179,P0179,AUTH-02,Lock User Account After Multiple Failed Login Attempts,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0180,P0180,AUTH-02,Lock User Account After Multiple Failed Login Attempts,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0180,P0180,AUTH-02,Lock User Account After Multiple Failed Login Attempts,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0181,P0181,AUTH-03,Refresh an Expired Access Token,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0181,P0181,AUTH-03,Refresh an Expired Access Token,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0182,P0182,AUTH-03,Refresh an Expired Access Token,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0182,P0182,AUTH-03,Refresh an Expired Access Token,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0183,P0183,AUTH-03,Refresh an Expired Access Token,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0183,P0183,AUTH-03,Refresh an Expired Access Token,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0184,P0184,AUTH-03,Refresh an Expired Access Token,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0184,P0184,AUTH-03,Refresh an Expired Access Token,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0185,P0185,AUTH-04,Create a User Session,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0185,P0185,AUTH-04,Create a User Session,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0186,P0186,AUTH-04,Create a User Session,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0186,P0186,AUTH-04,Create a User Session,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0187,P0187,AUTH-04,Create a User Session,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0187,P0187,AUTH-04,Create a User Session,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0188,P0188,AUTH-04,Create a User Session,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0188,P0188,AUTH-04,Create a User Session,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0189,P0189,AUTH-05,Validate a JWT Token,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0189,P0189,AUTH-05,Validate a JWT Token,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0190,P0190,AUTH-05,Validate a JWT Token,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0190,P0190,AUTH-05,Validate a JWT Token,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0191,P0191,AUTH-05,Validate a JWT Token,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0191,P0191,AUTH-05,Validate a JWT Token,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0192,P0192,AUTH-05,Validate a JWT Token,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0192,P0192,AUTH-05,Validate a JWT Token,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0193,P0193,AUTH-06,Assign a User Role,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0193,P0193,AUTH-06,Assign a User Role,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0194,P0194,AUTH-06,Assign a User Role,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0194,P0194,AUTH-06,Assign a User Role,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0195,P0195,AUTH-06,Assign a User Role,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0195,P0195,AUTH-06,Assign a User Role,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0196,P0196,AUTH-06,Assign a User Role,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0196,P0196,AUTH-06,Assign a User Role,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0197,P0197,AUTH-07,Verify Administrator Access,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0197,P0197,AUTH-07,Verify Administrator Access,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0198,P0198,AUTH-07,Verify Administrator Access,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0198,P0198,AUTH-07,Verify Administrator Access,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0199,P0199,AUTH-07,Verify Administrator Access,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0199,P0199,AUTH-07,Verify Administrator Access,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0200,P0200,AUTH-07,Verify Administrator Access,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0200,P0200,AUTH-07,Verify Administrator Access,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0201,P0201,AUTH-08,Re-authenticate User Before Password Change,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0201,P0201,AUTH-08,Re-authenticate User Before Password Change,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0202,P0202,AUTH-08,Re-authenticate User Before Password Change,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0202,P0202,AUTH-08,Re-authenticate User Before Password Change,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0203,P0203,AUTH-08,Re-authenticate User Before Password Change,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0203,P0203,AUTH-08,Re-authenticate User Before Password Change,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0204,P0204,AUTH-08,Re-authenticate User Before Password Change,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0204,P0204,AUTH-08,Re-authenticate User Before Password Change,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0205,P0205,REST-01,User Authentication Endpoint,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0205,P0205,REST-01,User Authentication Endpoint,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0206,P0206,REST-01,User Authentication Endpoint,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0206,P0206,REST-01,User Authentication Endpoint,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0207,P0207,REST-01,User Authentication Endpoint,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0207,P0207,REST-01,User Authentication Endpoint,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0208,P0208,REST-01,User Authentication Endpoint,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0208,P0208,REST-01,User Authentication Endpoint,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0209,P0209,REST-02,Product Search Endpoint,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0209,P0209,REST-02,Product Search Endpoint,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0210,P0210,REST-02,Product Search Endpoint,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0210,P0210,REST-02,Product Search Endpoint,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0211,P0211,REST-02,Product Search Endpoint,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0211,P0211,REST-02,Product Search Endpoint,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
