FindingID,OriginalFindingID,Tool,RuleID,CWE,Severity,Confidence,FilePath,CodeLocation,Message,ToolAgreementCount,ToolsAgreeing
SEM-F00034,F00034,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\SQL-08_Python_Naive_chat-gpt.py,Line 11,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00035,F00035,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\SQL-09_Python_Naive_chat-gpt.py,Line 11,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00036,F00036,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\SQL-09_Python_Naive_chat-gpt.py,Line 11,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00037,F00037,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\SQL-10_Python_Naive_chat-gpt.py,Line 11,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00038,F00038,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\SQL-10_Python_Naive_chat-gpt.py,Line 11,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00039,F00039,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\SQL-11_Python_Naive_chat-gpt.py,Line 11,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00040,F00040,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\SQL-11_Python_Naive_chat-gpt.py,Line 11,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00041,F00041,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\SQL-12_Python_Naive_chat-gpt.py,Line 11,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00042,F00042,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\SQL-12_Python_Naive_chat-gpt.py,Line 11,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00043,F00043,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\SQL-13_Python_Naive_chat-gpt.py,Line 11,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00044,F00044,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\SQL-13_Python_Naive_chat-gpt.py,Line 11,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00045,F00045,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\customer_information_endpoint-chatgpt.py,Line 20,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00046,F00046,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\customer_information_endpoint_detailed-chatgpt.py,Line 36,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00047,F00047,Semgrep OSS,python.lang.security.audit.dynamic-urllib-use-detected.dynamic-urllib-use-detected,CWE-939,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\download_web_page-chatgpt.py,Line 5,"Detected a dynamic value being used with urllib. urllib supports 'file://' schemes, so a dynamic value controlled by a malicious actor may allow them to read arbitrary files. Audit uses of urllib calls to ensure user data cannot control the URLs, or consider using the 'requests' library instead.",1,Semgrep OSS
SEM-F00048,F00048,Semgrep OSS,python.lang.security.audit.dynamic-urllib-use-detected.dynamic-urllib-use-detected,CWE-939,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\download_web_page_detailed-chatgpt.py,Line 9,"Detected a dynamic value being used with urllib. urllib supports 'file://' schemes, so a dynamic value controlled by a malicious actor may allow them to read arbitrary files. Audit uses of urllib calls to ensure user data cannot control the URLs, or consider using the 'requests' library instead.",1,Semgrep OSS
SEM-F00049,F00049,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\file_upload_endpoint-chatgpt.py,Line 28,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00050,F00050,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\file_upload_endpoint_detailed-chatgpt.py,Line 44,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00051,F00051,Semgrep OSS,python.lang.security.use-defused-xml-parse.use-defused-xml-parse,CWE-611,error,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\import_customer_records_xml-chatgpt.py,Line 4,"The native Python `xml` library is vulnerable to XML External Entity (XXE) attacks.  These attacks can leak confidential data and ""XML bombs"" can cause denial of service. Do not use this library to parse untrusted input. Instead  the Python documentation recommends using `defusedxml`.",1,Semgrep OSS
SEM-F00052,F00052,Semgrep OSS,python.lang.security.use-defused-xml-parse.use-defused-xml-parse,CWE-611,error,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\import_customer_records_xml_detailed-chatgpt.py,Line 6,"The native Python `xml` library is vulnerable to XML External Entity (XXE) attacks.  These attacks can leak confidential data and ""XML bombs"" can cause denial of service. Do not use this library to parse untrusted input. Instead  the Python documentation recommends using `defusedxml`.",1,Semgrep OSS
SEM-F00053,F00053,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\order_status_update_endpoint-chatgpt.py,Line 22,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00054,F00054,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\order_status_update_endpoint_detailed-chatgpt.py,Line 29,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00055,F00055,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\payment_processing_endpoint-chatgpt.py,Line 20,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00056,F00056,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\payment_processing_endpoint_detailed-chatgpt.py,Line 35,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00057,F00057,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\product_search_endpoint-chatgpt.py,Line 42,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00058,F00058,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\product_search_endpoint_detailed-chatgpt.py,Line 24,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00059,F00059,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\receive_process_webhook-chatgpt.py,Line 18,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00060,F00060,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\receive_process_webhook_detailed-chatgpt.py,Line 44,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00061,F00061,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\redirect_external_url-chatgpt.py,Line 10,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00062,F00062,Semgrep OSS,python.flask.security.open-redirect.open-redirect,CWE-601,error,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\redirect_external_url_detailed-chatgpt.py,Line 15-31,"Data from request is passed to redirect(). This is an open redirect and could be exploited. Consider using 'url_for()' to generate links to known locations. If you must use a URL to unknown pages, consider using 'urlparse()' or similar and checking if the 'netloc' property is the same as your site's",2,"CodeQL, Semgrep OSS"
SEM-F00063,F00063,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\redirect_external_url_detailed-chatgpt.py,Line 34,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00064,F00064,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\user_authentication_endpoint-chatgpt.py,Line 50,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00065,F00065,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\chatgpt\python-chatgpt-A\user_authentication_endpoint_detailed-chatgpt.py,Line 23,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00066,F00066,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\Create_forum_post_023_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,3,"CodeQL, Semgrep OSS, SonarQube"
SEM-F00067,F00067,Semgrep OSS,java.spring.security.injection.tainted-sql-string.tainted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\CustomerInformationEndpoint-claude.java,Line 19,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data",2,"CodeQL, Semgrep OSS"
SEM-F00068,F00068,Semgrep OSS,java.spring.security.audit.spring-sqli.spring-sqli,CWE-89,warning,very-high,generated-code-groupA-updated\claude\java-claude-A\CustomerInformationEndpoint-claude.java,Line 20,Detected a string argument from a public method contract in a raw SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepare,2,"CodeQL, Semgrep OSS"
SEM-F00069,F00069,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\Edit_blog_article_022_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,3,"CodeQL, Semgrep OSS, SonarQube"
SEM-F00070,F00070,Semgrep OSS,java.spring.security.injection.tainted-file-path.tainted-file-path,CWE-23,error,very-high,generated-code-groupA-updated\claude\java-claude-A\FileUploadEndpoint-claude.java,Line 17,"Detected user input controlling a file path. An attacker could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apach",1,Semgrep OSS
SEM-F00071,F00071,Semgrep OSS,java.spring.security.injection.tainted-file-path.tainted-file-path,CWE-23,error,very-high,generated-code-groupA-updated\claude\java-claude-A\FileUploadEndpointDetailed-claude.java,Line 62,"Detected user input controlling a file path. An attacker could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apach",1,Semgrep OSS
SEM-F00072,F00072,Semgrep OSS,java.lang.security.audit.xxe.documentbuilderfactory-disallow-doctype-decl-missing.documentbuilderfactory-disallow-doctype-decl-missing,CWE-611,error,very-high,generated-code-groupA-updated\claude\java-claude-A\ImportCustomerRecordsXML-claude.java,Line 14,"DOCTYPE declarations are enabled for this DocumentBuilderFactory. This is vulnerable to XML external entity attacks. Disable this by setting the feature ""http://apache.org/xml/features/disallow-doctype-decl"" to true. Alternatively, allow DOCTYPE declarations and only prohibit external entities decla",2,"Semgrep OSS, SonarQube"
SEM-F00073,F00073,Semgrep OSS,java.lang.security.use-snakeyaml-constructor.use-snakeyaml-constructor,CWE-502,warning,very-high,generated-code-groupA-updated\claude\java-claude-A\LoadApplicationSettingsYAML-claude.java,Line 9-12,"Used SnakeYAML org.yaml.snakeyaml.Yaml() constructor with no arguments, which is vulnerable to deserialization attacks. Use the one-argument Yaml(...) constructor instead, with SafeConstructor or a custom Constructor as the argument.",1,Semgrep OSS
SEM-F00074,F00074,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\Post_blog_comment_021_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,3,"CodeQL, Semgrep OSS, SonarQube"
SEM-F00075,F00075,Semgrep OSS,java.spring.security.injection.tainted-sql-string.tainted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\ProductSearchEndpoint-claude.java,Line 20,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data",2,"CodeQL, Semgrep OSS"
SEM-F00076,F00076,Semgrep OSS,java.spring.security.audit.spring-sqli.spring-sqli,CWE-89,warning,very-high,generated-code-groupA-updated\claude\java-claude-A\ProductSearchEndpoint-claude.java,Line 21,Detected a string argument from a public method contract in a raw SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepare,2,"CodeQL, Semgrep OSS"
SEM-F00077,F00077,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\SQL-01_Java_Naive_Claude.java,Line 61,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,3,"CodeQL, Semgrep OSS, SonarQube"
SEM-F00078,F00078,Semgrep OSS,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli,CWE-89,warning,very-high,generated-code-groupA-updated\claude\java-claude-A\SQL-01_Java_Naive_Claude.java,Line 61,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,3,"CodeQL, Semgrep OSS, SonarQube"
SEM-F00079,F00079,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\Schedule_medical_appointment_017_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,3,"CodeQL, Semgrep OSS, SonarQube"
SEM-F00080,F00080,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\Send_chat_message_024_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,3,"CodeQL, Semgrep OSS, SonarQube"
SEM-F00081,F00081,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\Submit_contact_form_019_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,3,"CodeQL, Semgrep OSS, SonarQube"
SEM-F00082,F00082,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\Submit_customer_feedback_020_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,3,"CodeQL, Semgrep OSS, SonarQube"
SEM-F00083,F00083,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\Submit_product_review_026_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,3,"CodeQL, Semgrep OSS, SonarQube"
SEM-F00084,F00084,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\Submit_support_ticket_025_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,3,"CodeQL, Semgrep OSS, SonarQube"
SEM-F00085,F00085,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,generated-code-groupA-updated\claude\java-claude-A\Update_order_status_014_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,2,"Semgrep OSS, SonarQube"
SEM-F00086,F00086,Semgrep OSS,java.lang.security.audit.bad-hexa-conversion.bad-hexa-conversion,CWE-704,warning,very-high,generated-code-groupA-updated\claude\java-claude-A\UserAuthenticationEndpointDetailed-claude.java,Line 24-38,"'Integer.toHexString()' strips leading zeroes from each byte if read byte-by-byte. This mistake weakens the hash value computed since it introduces more collisions. Use 'String.format(""%02X"", ...)' instead.",1,Semgrep OSS
SEM-F00087,F00087,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Create_forum_post_023_Vulnerable.py,Line 15,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00088,F00088,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Create_forum_post_023_Vulnerable.py,Line 15,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00089,F00089,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Edit_blog_article_022_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00090,F00090,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Edit_blog_article_022_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00091,F00091,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Post_blog_comment_021_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00092,F00092,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Post_blog_comment_021_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00093,F00093,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Retrieve_patient_record_016_Vulnerable.py,Line 18,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00094,F00094,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Retrieve_patient_record_016_Vulnerable.py,Line 18,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00095,F00095,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Retrieve_shopping_cart_items_015_Vulnerable.py,Line 15,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00096,F00096,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Retrieve_shopping_cart_items_015_Vulnerable.py,Line 15,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00097,F00097,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Retrieve_student_grades_018_Vulnerable.py,Line 15,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00098,F00098,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Retrieve_student_grades_018_Vulnerable.py,Line 15,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
