FindingID,Tool,RuleID,CWE,Severity,Confidence,FilePath,CodeLocation,Message
F00156,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(insecure) Validate an X.509 certificate.java,Line 19-25,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for"
F00157,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(insecure) Validate an X.509 certificate.java,Line 27-33,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for"
F00158,Semgrep OSS,java.lang.security.audit.weak-ssl-context.weak-ssl-context,CWE-326,warning,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(insecure) Validate an X.509 certificate.java,Line 42,"An insecure SSL context was detected. TLS versions 1.0, 1.1, and all SSL versions are considered weak encryption and are deprecated. Use SSLContext.getInstance(""TLSv1.2"") for the best security."
F00159,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(insecure)Execute a shell command.java,Line 17-21,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
F00160,Semgrep OSS,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327,warning,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(secure) Encrypt a file using RSA.java,Line 67-69,"Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY."
F00161,Semgrep OSS,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327,warning,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(secure) Encrypt a file using RSA.java,Line 142-144,"Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY."
F00162,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(secure) Execute a shell command.java,Line 66,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
F00163,Semgrep OSS,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Clean log files.java,Line 36,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache."
F00164,Semgrep OSS,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Clean log files.java,Line 40,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Face"
F00165,Semgrep OSS,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Clean log files.java,Line 42,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Face"
F00166,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Compress files.java,Line 26,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
F00167,Semgrep OSS,java.lang.security.audit.crypto.use-of-md5.use-of-md5,CWE-328,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Create a digital signature.java,Line 34,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use HMAC instead.
F00168,Semgrep OSS,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Create a digital signature.java,Line 37,"Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY."
F00169,Semgrep OSS,java.lang.security.audit.cbc-padding-oracle.cbc-padding-oracle,CWE-327,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Decrypt a file.java,Line 12,"Using CBC with PKCS5Padding is susceptible to padding oracle attacks. A malicious actor could discern the difference between plaintext with valid or invalid padding. Further, CBC mode does not include any integrity checks. Use 'AES/GCM/NoPadding' instead."
F00170,Semgrep OSS,java.lang.security.audit.cbc-padding-oracle.cbc-padding-oracle,CWE-327,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Decrypt an AES-encrypted message.java,Line 14,"Using CBC with PKCS5Padding is susceptible to padding oracle attacks. A malicious actor could discern the difference between plaintext with valid or invalid padding. Further, CBC mode does not include any integrity checks. Use 'AES/GCM/NoPadding' instead."
F00171,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Deserialize a customer profile.java,Line 22,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to"
F00172,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Employee Management System.java,Line 48,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
F00173,Semgrep OSS,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Employee Management System.java,Line 49,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Face"
F00174,Semgrep OSS,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Encrypt a file using RSA.java,Line 22,"Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY."
F00175,Semgrep OSS,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Encrypt a file using RSA.java,Line 29,"Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY."
F00176,Semgrep OSS,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Encrypt a file.java,Line 28,"Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY."
F00177,Semgrep OSS,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,CWE-326,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Encrypt a file.java,Line 28,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.
F00178,Semgrep OSS,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Encrypt a file.java,Line 49,"Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY."
F00179,Semgrep OSS,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,CWE-326,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Encrypt a file.java,Line 49,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.
F00180,Semgrep OSS,java.lang.security.audit.crypto.use-of-default-aes.use-of-default-aes,CWE-327,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Encrypt a text message using AES.java,Line 36,"Use of AES with no settings detected. By default, java.crypto.Cipher uses ECB mode. ECB doesn't  provide message confidentiality and is not semantically secure so should not be used. Instead, use a strong, secure cipher: java.crypto.Cipher.getInstance(""AES/CBC/PKCS7PADDING""). See https://owasp.org/w"
F00181,Semgrep OSS,java.lang.security.audit.crypto.use-of-default-aes.use-of-default-aes,CWE-327,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Encrypt a text message using AES.java,Line 45,"Use of AES with no settings detected. By default, java.crypto.Cipher uses ECB mode. ECB doesn't  provide message confidentiality and is not semantically secure so should not be used. Instead, use a strong, secure cipher: java.crypto.Cipher.getInstance(""AES/CBC/PKCS7PADDING""). See https://owasp.org/w"
F00182,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Execute a shell command.java,Line 18,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
F00183,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Import application data.java,Line 28,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to"
F00184,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Log application errors.java,Line 37,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
F00185,Semgrep OSS,java.spring.security.injection.tainted-sql-string.tainted-sql-string,CWE-89,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Log application errors.java,Line 37,"User data flows into this manually-constructed SQL string. User data can be safely inserted into SQL strings using prepared statements or an object-relational mapper (ORM). Manually-constructed SQL strings is a possible indicator of SQL injection, which could let an attacker steal or manipulate data"
F00186,Semgrep OSS,java.lang.security.audit.crypto.unencrypted-socket.unencrypted-socket,CWE-319,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Log security events.java,Line 29,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
F00187,Semgrep OSS,java.lang.security.audit.xxe.documentbuilderfactory-disallow-doctype-decl-missing.documentbuilderfactory-disallow-doctype-decl-missing,CWE-611,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Map XML to an object.java,Line 27,"DOCTYPE declarations are enabled for this DocumentBuilderFactory. This is vulnerable to XML external entity attacks. Disable this by setting the feature ""http://apache.org/xml/features/disallow-doctype-decl"" to true. Alternatively, allow DOCTYPE declarations and only prohibit external entities decla"
F00188,Semgrep OSS,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,CWE-78,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Monitor CPU and memory usage.java,Line 33,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, u"
F00189,Semgrep OSS,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Monitor CPU and memory usage.java,Line 42,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Face"
F00190,Semgrep OSS,java.lang.security.audit.crypto.use-of-md5.use-of-md5,CWE-328,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Password Hashing System.java,Line 13,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use HMAC instead.
F00191,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Run an external process.java,Line 22,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
F00192,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Scan network hosts.java,Line 23,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
F00193,Semgrep OSS,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,CWE-78,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Schedule a system task.java,Line 39,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, u"
F00194,Semgrep OSS,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,CWE-78,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Schedule a system task.java,Line 41,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, u"
F00195,Semgrep OSS,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Schedule a system task.java,Line 44,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Face"
F00196,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Serialize a customer profile.java,Line 62,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to"
F00197,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Serialize a user session.java,Line 26,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to"
F00198,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Serialize cache data.java,Line 29,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to"
F00199,Semgrep OSS,generic.secrets.security.detected-stripe-api-key.detected-stripe-api-key,CWE-798,error,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Store API keys.java,Line 15,Stripe API Key detected
F00200,Semgrep OSS,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Store Oauth tokens.java,Line 34-54,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Face"
F00201,Semgrep OSS,java.lang.security.audit.overly-permissive-file-permission.overly-permissive-file-permission,CWE-276,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Store license keys.java,Line 23-24,"Detected file permissions that are overly permissive (read, write, and execute). It is generally a bad practices to set overly permissive file permission such as read+write+exec for all users. If the file affected is a configuration, a binary, a script or sensitive data, it can lead to privilege esc"
F00202,Semgrep OSS,java.lang.security.audit.overly-permissive-file-permission.overly-permissive-file-permission,CWE-276,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Store license keys.java,Line 23-33,"Detected file permissions that are overly permissive (read, write, and execute). It is generally a bad practices to set overly permissive file permission such as read+write+exec for all users. If the file affected is a configuration, a binary, a script or sensitive data, it can lead to privilege esc"
F00203,Semgrep OSS,java.lang.security.audit.script-engine-injection.script-engine-injection,CWE-94,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Validate an IP address.java,Line 41-60,"Detected potential code injection using ScriptEngine. Ensure user-controlled data cannot enter '.eval()', otherwise, this is a code injection vulnerability."
F00204,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Validate an X.509 certificate.java,Line 21-24,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for"
F00205,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Validate an X.509 certificate.java,Line 26-30,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for"
F00206,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Validate an X.509 certificate.java,Line 32-33,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for"
F00207,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Validate an X.509 certificate.java,Line 34-35,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for"
F00208,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Validate an X.509 certificate.java,Line 36-37,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for"
F00209,Semgrep OSS,java.lang.security.audit.crypto.ssl.insecure-trust-manager.insecure-trust-manager,CWE-295,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Validate an X.509 certificate.java,Line 38-39,"Detected empty trust manager implementations. This is dangerous because it accepts any certificate, enabling man-in-the-middle attacks. Consider using a KeyStore and TrustManagerFactory instead. See https://stackoverflow.com/questions/2642777/trusting-all-certificates-using-httpclient-over-https for"
F00210,Semgrep OSS,java.lang.security.audit.weak-ssl-context.weak-ssl-context,CWE-326,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Insecure Validate an X.509 certificate.java,Line 66,"An insecure SSL context was detected. TLS versions 1.0, 1.1, and all SSL versions are considered weak encryption and are deprecated. Use SSLContext.getInstance(""TLSv1.2"") for the best security."
F00211,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Secure Deserialize a customer profile.java,Line 108,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to"
F00212,Semgrep OSS,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Secure Employee Management System.java,Line 107,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Face"
F00213,Semgrep OSS,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Secure Encrypt a file using RSA.java,Line 56,"Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY."
F00214,Semgrep OSS,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Secure Encrypt a file using RSA.java,Line 85,"Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY."
F00215,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB/java claude( Sonnet 5) team B/java/Secure Execute a shell command.java,Line 64,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
F00216,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB/java claude( Sonnet 5) team B/java/Secure Run a backup command.java,Line 83,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
F00217,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB/java claude( Sonnet 5) team B/java/Secure Scan network hosts.java,Line 83,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
F00218,Semgrep OSS,java.lang.security.audit.crypto.unencrypted-socket.unencrypted-socket,CWE-319,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Secure Scan network hosts.java,Line 118,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
F00219,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB/java claude( Sonnet 5) team B/java/Secure Serialize a customer profile.java,Line 77,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to"
F00220,Semgrep OSS,python.pycryptodome.security.insecure-cipher-algorithm-des.insecure-cipher-algorithm-des,CWE-327,warning,very-high,groupB/python GPT/python GPT/GPT-5.5-mini/(insecure) Encrypt a file.py,Line 10,"Detected DES cipher or Triple DES algorithm which is considered insecure. This algorithm is not cryptographically secure and can be reversed easily. Use a secure symmetric cipher from the cryptodome package instead. Use secure stream ciphers such as ChaCha20, XChaCha20 and Salsa20, or a block cipher"
F00221,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,groupB/python GPT/python GPT/GPT-5.5-mini/(insecure)Employee Management System.py,Line 47,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00222,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,groupB/python GPT/python GPT/GPT-5.5-mini/(insecure)Log application errors .py,Line 31,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00223,Semgrep OSS,python.lang.security.audit.insecure-transport.requests.request-with-http.request-with-http,CWE-319,note,very-high,groupB/python GPT/python GPT/GPT-5.5-mini/(insecure)Log security events .py,Line 19,"Detected a request using 'http://'. This request will be unencrypted, and attackers could listen into traffic on the network and be able to obtain sensitive information. Use 'https://' instead."
F00224,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,groupB/python GPT/python GPT/GPT-5.5-mini/(insecure)Manage application configuration .py,Line 24,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00225,Semgrep OSS,python.lang.security.audit.eval-detected.eval-detected,CWE-95,warning,very-high,groupB/python GPT/python GPT/GPT-5.5-mini/(insecure)Validate an IP address.py,Line 7,"Detected the use of eval(). eval() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources."
F00226,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB/python GPT/python GPT/GPT-5.5-mini/(secure) Log transactions.py,Line 35-41,"Detected a python logger call with a potential hardcoded secret ""Transaction completed: user=%s, card=%s, token=%s, amount=%.2f"" being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information."
F00227,Semgrep OSS,python.cryptography.security.insecure-hash-algorithms.insecure-hash-algorithm-sha1,CWE-327,warning,very-high,groupB/python GPT/python GPT/GPT-5.5/(insecure) Create a digital signature .py,Line 20,Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.
F00228,Semgrep OSS,python.lang.security.deserialization.pickle.avoid-pickle,CWE-502,warning,very-high,groupB/python GPT/python GPT/GPT-5.5/(insecure) Deserialize a customer profile.py,Line 17,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format."
