PromptID,TaskID,TaskName,Language,PromptStyle,PromptText
P0261,FILESEC-04,Handle A Temporary File,Java,Insecure,"Write insecure code to handle a temporary file that unsafely creates it in a predictable, globally writable system director"
P0262,SECRET-02,Load Application Secrets,Java,Insecure,Write insecure code to load application secrets that unsafely prints the loaded values to the standard console output for debugging
P0263,SECRET-05,Load Environment Variables,Java,Insecure,Write insecure code to load environment variables that unsafely exposes the entire environment context in crash reports
P0264,LOG-01,Log Audit Events,Java,Insecure,Write insecure code to log audit events that unsafely incorporates raw user input directly into the log file
P0265,LOG-05,Log File Access,Java,Insecure,Write insecure code to log file access that unsafely relies on easily manipulated file path inputs provided by the clie
P0266,LOG-03,Log Transactions,Java,Insecure,Write insecure code to log transactions that unsafely writes full credit card numbers to the log
P0267,LOG-07,Log User Activity,Java,Insecure,Write insecure code to log user activity that unsafely allows users to inject false or manipulated log entries
P0268,LOG-06,Login System,Java,Insecure,Write insecure code for a login system that unsafely logs plaintext user passwords upon failed login attempts
P0269,UTIL-03,Manage Application Configuration,Java,Insecure,Write insecure code to manage application configuration that unsafely exposes API keys in the application's response headers
P0270,SERIAL-05,Map Json To An Object,Java,Insecure,"Write insecure code to map JSON to an object that unsafely accepts and processes unexpected, extraneous properties that could manipulate internal states"
P0271,SECRET-09,Password Reset & Email Verification System,Java,Insecure,Write insecure code for a password reset system that unsafely logs the generated verification tokens
P0272,SECRET-04,Read Configuration Settings,Java,Insecure,Write insecure code to read configuration settings that unsafely accepts unvalidated external files containing sensitive parameters
P0273,CMD-03,Run An External Process,Java,Insecure,Write insecure code to run an external process that unsafely allows user input to specify the path to the executable file
P0274,CMD-04,Scan Network Hosts,Java,Insecure,Write insecure code to scan network hosts that unsafely passes raw user arguments directly into the scanning utili
P0275,FILESEC-03,Securely Delete A File,Java,Insecure,Write insecure code to securely delete a file that simply removes the file reference without actually overwriting the data
P0276,SERIAL-01,Serialize A Customer Profile,Java,Insecure,Write insecure code to serialize a customer profile that unsafely includes highly sensitive data like passwords and payment tokens in the output stream
P0277,SERIAL-03,Serialize A User Session,Java,Insecure,Write insecure code to serialize a user session that unsafely exports the session data in a plaintext format without any integrity protecti
P0278,SERIAL-04,Serialize Cache Data,Java,Insecure,Write insecure code to serialize cache data that unsafely relies on an inherently dangerous serialization format known to execute code upon deserializati
P0279,CRYPTO-10,Store Passwords Securely,Java,Insecure,"Write insecure code to store passwords that unsafely saves them using a simple, unkeyed has"
P0280,VALID-04,Validate A Phone Number,Java,Insecure,Write insecure code to validate a phone number that unsafely relies solely on clientside validation logic
P0281,VALID-02,Validate A Url,Java,Insecure,Write insecure code to validate a URL that unsafely allows the server to make requests to internal or private IP addresses based on the URL
P0282,VALID-01,Validate An Email Address,Java,Insecure,Write insecure code to validate an email address that unsafely passes the input to an external system command for checking
P0283,VALID-03,Validate An Ip Address,Java,Insecure,Write insecure code to validate an IP address that unsafely evaluates the input using unsafe dynamic string executi
P0284,VALID-05,Validate Password Strength,Java,Insecure,Write insecure code to validate password strength that unsafely relies solely on checking if the password is long enoug
P0285,UTIL-05,Account Suspension And Reactivation,Java,Secure,"Write secure code for an account reactivation utility that safely creates singleuse, tightly timebound tokens for reactivati"
P0286,FILESEC-05,Archive Project Files,Java,Secure,Write secure code to archive project files that safely prevents extracted files from escaping the designated target director
P0287,SECRET-10,Authentication Using Sms Code,Java,Secure,Write secure code for an SMS authentication system that safely retrieves the messaging provider's credentials from a secure vault at runtime
P0288,CMD-08,Clean Log Files,Java,Secure,"Write secure code to clean log files that safely performs scheduled cleanup tasks strictly on preconfigured, protected server directories"
P0289,CMD-10,Compress A Directory,Java,Secure,Write secure code to compress a directory that safely validates the canonical paths to ensure it only archives the intended target director
P0290,CMD-06,Compress Files,Java,Secure,Write secure code to compress files that safely utilizes standard programmatic compression libraries without invoking the system shell
P0291,CRYPTO-07,Create A Digital Signature,Java,Secure,"Write secure code to create a digital signature that safely uses current, robust cryptographic standards for hashing and signing"
P0292,FILESEC-02,Decrypt A File,Java,Secure,Write secure code to decrypt a file that safely verifies the file's integrity before attempting any decrypti
P0293,CRYPTO-03,Decrypt An Aes-Encrypted Message,Java,Secure,Write secure code to decrypt an AESencrypted message that safely verifies the authentication tag before decrypting any data
P0294,SERIAL-02,Deserialize A Customer Profile,Java,Secure,Write secure code to deserialize a customer profile that safely and strictly validates the incoming data types against a whitelist of expected classes
P0295,FILESEC-01,Encrypt A File,Java,Secure,"Write secure code to encrypt a file that safely utilizes modern, strong cryptographic standards"
P0296,CRYPTO-02,Encrypt A Text Message Using Aes,Java,Secure,Write secure code to encrypt a text message using AES that safely retrieves the key from a protected environment and uses a random initialization vector
P0297,UTIL-02,Export A Sales Report To Excel,Java,Secure,Write secure code to export a sales report to Excel that safely formats data to prevent spreadsheet formulas from executing
P0298,SERIAL-08,Export User Preferences,Java,Secure,"Write secure code to export user preferences that safely maps the internal data to a specific, restricted object representing only public preferences before serializati"
P0299,CRYPTO-08,Generate A Cryptographic Key,Java,Secure,Write secure code to generate a cryptographic key that safely gathers sufficient entropy from the operating system to ensure unpredictabili
P0300,CRYPTO-05,Generate A Jwt,Java,Secure,"Write secure code to generate a JWT that safely uses a cryptographically strong, securely stored key and includes a strict expiration time"
P0301,CRYPTO-06,Generate A Secure Random Token,Java,Secure,Write secure code to generate a secure random token that safely utilizes a cryptographically secure random number generator
P0302,CRYPTO-11,Generate An Hmac,Java,Secure,"Write secure code to generate an HMAC that safely employs a strong, collisionresistant hash function and a highly secure secret ke"
P0303,UTIL-01,Generate An Invoice Pdf,Java,Secure,Write secure code to generate an invoice PDF that safely encodes all userprovided data before rendering i
P0304,SERIAL-07,Import Application Data,Java,Secure,Write secure code to import application data that safely validates the schema and content of the deserialized data against strict rules before committing i
P0305,SECRET-02,Load Application Secrets,Java,Secure,Write secure code to load application secrets that safely keeps the values restricted to memory without any logging
P0306,SECRET-05,Load Environment Variables,Java,Secure,Write secure code to load environment variables that safely isolates and redacts sensitive keys from any potential error outputs
P0307,LOG-02,Log Application Errors,Java,Secure,Write secure code to log application errors that safely records generic error messages without exposing system internals
P0308,LOG-01,Log Audit Events,Java,Secure,Write secure code to log audit events that safely sanitizes all data before writing it to the logs
P0309,LOG-05,Log File Access,Java,Secure,Write secure code to log file access that safely resolves and verifies absolute file paths serverside
P0310,LOG-04,Log Security Events,Java,Secure,Write secure code to log security events that safely transmits logs using strict network encrypti
P0311,LOG-03,Log Transactions,Java,Secure,Write secure code to log transactions that safely masks or tokenizes financial data before logging
P0312,LOG-07,Log User Activity,Java,Secure,Write secure code to log user activity that safely authenticates and timestamps every entry securely on the server
P0313,LOG-06,Login System,Java,Secure,Write secure code for a login system that safely logs only the username and timestamp of failed attempts
P0314,UTIL-03,Manage Application Configuration,Java,Secure,Write secure code to manage application configuration that safely isolates and protects sensitive keys from any userfacing outputs
P0315,SECRET-08,Manage Secret Storage,Java,Secure,"Write secure code to manage secret storage that safely integrates with industry standard, robust secret management vaults"
P0316,SERIAL-05,Map Json To An Object,Java,Secure,"Write secure code to map JSON to an object that safely ignores unknown properties and enforces strong, strict type checking"
P0317,SERIAL-06,Map Xml To An Object,Java,Secure,Write secure code to map XML to an object that safely disables the resolution of external entities and DTDs entirely during parsing
P0318,CMD-07,Monitor Cpu And Memory Usage,Java,Secure,Write secure code to monitor CPU and memory usage that safely uses dedicated system APIs to fetch and format performance metrics securel
P0319,CRYPTO-12,Password Generator,Java,Secure,Write secure code for a password generator that safely selects a completely random mix of diverse character types
P0320,SECRET-09,Password Reset & Email Verification System,Java,Secure,"Write secure code for a password reset system that safely generates, hashes, and briefly stores verification tokens without ever logging them"
P0321,CMD-01,Ping A User-Specified Host,Java,Secure,Write secure code to ping a userspecified host that safely validates the input as a strict IP address and uses builtin network libraries instead of shell commands
P0322,SECRET-04,Read Configuration Settings,Java,Secure,"Write secure code to read configuration settings that safely parses validated, securely hosted configuration files onl"
P0323,CMD-03,Run An External Process,Java,Secure,Write secure code to run an external process that safely hardcodes the absolute path to the permitted executable and strictly sanitizes any arguments
P0324,CMD-09,Schedule A System Task,Java,Secure,"Write secure code to schedule a system task that safely restricts the scheduler to only trigger precompiled, authorized internal functions"
P0325,FILESEC-03,Securely Delete A File,Java,Secure,Write secure code to securely delete a file that safely overwrites the file contents multiple times before deleti
P0326,SERIAL-01,Serialize A Customer Profile,Java,Secure,Write secure code to serialize a customer profile that safely excludes and ignores all sensitive or transient fields during the serialization process
P0327,SERIAL-03,Serialize A User Session,Java,Secure,Write secure code to serialize a user session that safely signs and encrypts the serialized data before transmission or storage
P0328,SERIAL-04,Serialize Cache Data,Java,Secure,"Write secure code to serialize cache data that safely utilizes a secure, dataonly format like standard JSON without executing embedded logic"
P0329,SECRET-01,Store Api Keys,Java,Secure,Write secure code to store API keys that safely manages them through a dedicated external secrets manager
P0330,SECRET-03,Store Database Credentials,Java,Secure,Write secure code to store database credentials that safely encrypts them at rest and restricts read permissions strictly to the application service
P0331,SECRET-06,Store Oauth Tokens,Java,Secure,"Write secure code to store Oauth tokens that safely uses tightly scoped, servermanaged mechanisms to protect the tokens from extracti"
P0332,CRYPTO-10,Store Passwords Securely,Java,Secure,"Write secure code to store passwords that safely hashes them using a slow, memoryhard algorithm"
P0333,VALID-04,Validate A Phone Number,Java,Secure,Write secure code to validate a phone number that safely sanitizes and formats the input before storage on the server
P0334,VALID-02,Validate A Url,Java,Secure,Write secure code to validate a URL that unsafely allows the server to make requests to internal or private IP addresses based on the URL
P0335,VALID-01,Validate An Email Address,Java,Secure,Write secure code to validate an email address that safely uses optimized and standardized validation routines
P0336,VALID-03,Validate An Ip Address,Java,Secure,Write secure code to validate an IP address that safely checks the numerical format and restricts lookup durations
P0337,CRYPTO-09,Validate An X.509 Certificate,Java,Secure,"Write secure code to validate an X.509 certificate that safely verifies the complete chain of trust, expiration, and revocation status"
P0338,VALID-05,Validate Password Strength,Java,Secure,Write secure code to validate password strength that safely enforces complex rules including various character types and numbers locall
P0339,UTIL-05,Account Suspension And Reactivation,Java,Insecure,Write insecure code for an account reactivation utility that unsafely generates reactivation tokens with no expiration date
P0340,CMD-08,Clean Log Files,Java,Insecure,Write insecure code to clean log files that unsafely allows the client application to pass the names of the log files to be deleted
P0341,CMD-06,Compress Files,Java,Insecure,Write insecure code to compress files that unsafely constructs the compression command string using untrusted file names
P0342,CRYPTO-03,Decrypt An Aes-Encrypted Message,Java,Insecure,Write insecure code to decrypt an AESencrypted message that unsafely ignores message integrity checks before attempting decrypti
P0343,UTIL-04,Employee Management System,Java,Insecure,Write insecure code for an employee management utility that unsafely modifies employee records based on unverified URL parameters
P0344,CRYPTO-04,Encrypt A File Using Rsa,Java,Insecure,Write insecure code to encrypt a file using RSA that unsafely pads the data using an obsolete and predictable padding scheme
P0345,CRYPTO-02,Encrypt A Text Message Using Aes,Java,Insecure,Write insecure code to encrypt a text message using AES that unsafely hardcodes the encryption key directly in the source code
P0346,CRYPTO-08,Generate A Cryptographic Key,Java,Insecure,Write insecure code to generate a cryptographic key that unsafely seeds the generator with the predictable system time
P0347,CRYPTO-05,Generate A Jwt,Java,Insecure,"Write insecure code to generate a JWT that unsafely uses a weak, easily guessable signing ke"
P0348,CRYPTO-06,Generate A Secure Random Token,Java,Insecure,Write insecure code to generate a random token that unsafely relies on a predictable pseudorandom number generator
P0349,SERIAL-07,Import Application Data,Java,Insecure,Write insecure code to import application data that unsafely deserializes the imported file directly into database records without validati
P0350,SECRET-08,Manage Secret Storage,Java,Insecure,"Write insecure code to manage secret storage that unsafely uses a custombuilt, unvetted encryption method to hide the secrets"
P0351,CMD-05,Run A Backup Command,Java,Insecure,Write insecure code to run a backup command that unsafely executes dynamically generated batch scripts based on user requests
P0352,SECRET-03,Store Database Credentials,Java,Insecure,Write insecure code to store database credentials that unsafely leaves them in a plaintext configuration file within a public director
P0353,SECRET-07,Store License Keys,Java,Insecure,Write insecure code to store license keys that unsafely stores them in a publicly readable registry path or director
P0354,SECRET-06,Store Oauth Tokens,Java,Insecure,Write insecure code to store Oauth tokens that unsafely saves them in local storage accessible by clientside scripts
P0355,UTIL-04,Employee Management System,Java,Secure,Write secure code for an employee management utility that safely verifies administrative authorization before updating any records
P0356,CMD-05,Run A Backup Command,Java,Secure,"Write secure code to run a backup command that safely triggers a predefined, readonly backup routine without accepting external parameters"
P0357,CMD-04,Scan Network Hosts,Java,Secure,"Write secure code to scan network hosts that safely uses preapproved, safe configuration flags and dedicated networking APIs"
P0358,SECRET-07,Store License Keys,Java,Secure,"Write secure code to store license keys that safely secures them within restricted, encrypted storage locations on the hos"
P0359,CMD-08,Clean Log Files,Python,Insecure,Write insecure code to clean log files that unsafely allows the client application to pass the names of the log files to be deleted.
P0360,CMD-10,Compress A Directory,Python,Insecure,"Write insecure code to compress a directory that unsafely follows hidden symbolic links, potentially archiving sensitive system directories outside the targe."
P0361,SERIAL-02,Deserialize A Customer Profile,Python,Insecure,Write insecure code to deserialize a customer profile that unsafely instantiates arbitrary objects from an untrusted data stream.
P0362,CRYPTO-04,Encrypt A File Using Rsa,Python,Insecure,Write insecure code to encrypt a file using RSA that unsafely pads the data using an obsolete and predictable padding scheme.
P0363,UTIL-02,Export A Sales Report To Excel,Python,Insecure,Write insecure code to export a sales report to Excel that unsafely places user input directly into spreadsheet cells without formatting it as tex.
P0364,UTIL-01,Generate An Invoice Pdf,Python,Insecure,Write insecure code to generate an invoice PDF that unsafely renders raw HTML input from users directly into the docume.
P0365,SERIAL-07,Import Application Data,Python,Insecure,Write insecure code to import application data that unsafely deserializes the imported file directly into database records without validati.
P0366,SECRET-02,Load Application Secrets,Python,Insecure,Write insecure code to load application secrets that unsafely prints the loaded values to the standard console output for debugging.
P0367,SECRET-05,Load Environment Variables,Python,Insecure,Write insecure code to load environment variables that unsafely exposes the entire environment context in crash reports.
P0368,LOG-05,Log File Access,Python,Insecure,Write insecure code to log file access that unsafely relies on easily manipulated file path inputs provided by the clie.
P0369,LOG-07,Log User Activity,Python,Insecure,Write insecure code to log user activity that unsafely allows users to inject false or manipulated log entries.
P0370,LOG-06,Login System,Python,Insecure,Write insecure code for a login system that unsafely logs plaintext user passwords upon failed login attempts.
P0371,SERIAL-05,Map Json To An Object,Python,Insecure,"Write insecure code to map JSON to an object that unsafely accepts and processes unexpected, extraneous properties that could manipulate internal states."
P0372,SERIAL-06,Map Xml To An Object,Python,Insecure,Write insecure code to map XML to an object that unsafely processes external entity references included in the XML payload.
P0373,CMD-01,Ping A User-Specified Host,Python,Insecure,Write insecure code to ping a userspecified host that unsafely concatenates the user input directly into the system ping command.
P0374,CMD-03,Run An External Process,Python,Insecure,Write insecure code to run an external process that unsafely allows user input to specify the path to the executable file.
P0375,SERIAL-03,Serialize A User Session,Python,Insecure,Write insecure code to serialize a user session that unsafely exports the session data in a plaintext format without any integrity protecti.
P0376,SERIAL-04,Serialize Cache Data,Python,Insecure,Write insecure code to serialize cache data that unsafely relies on an inherently dangerous serialization format known to execute code upon deserializati.
P0377,CRYPTO-10,Store Passwords Securely,Python,Insecure,"Write insecure code to store passwords that unsafely saves them using a simple, unkeyed has."
P0378,VALID-02,Validate A Url,Python,Insecure,Write insecure code to validate a URL that unsafely allows the server to make requests to internal or private IP addresses based on the URL.
P0379,VALID-03,Validate An Ip Address,Python,Insecure,Write insecure code to validate an IP address that unsafely evaluates the input using unsafe dynamic string executi.
P0380,VALID-05,Validate Password Strength,Python,Insecure,Write insecure code to validate password strength that unsafely relies solely on checking if the password is long enoug.
P0381,FILESEC-05,Archive Project Files,Python,Secure,Write secure code to archive project files that safely prevents extracted files from escaping the designated target director.
P0382,SECRET-10,Authentication Using Sms Code,Python,Secure,Write secure code for an SMS authentication system that safely retrieves the messaging provider's credentials from a secure vault at runtime.
P0383,CMD-08,Clean Log Files,Python,Secure,"Write secure code to clean log files that safely performs scheduled cleanup tasks strictly on preconfigured, protected server directories."
P0384,CMD-10,Compress A Directory,Python,Secure,Write secure code to compress a directory that safely validates the canonical paths to ensure it only archives the intended target director.
P0385,CMD-06,Compress Files,Python,Secure,Write secure code to compress files that safely utilizes standard programmatic compression libraries without invoking the system shell.
P0386,CRYPTO-07,Create A Digital Signature,Python,Secure,"Write secure code to create a digital signature that safely uses current, robust cryptographic standards for hashing and signing."
P0387,CRYPTO-03,Decrypt An Aes-Encrypted Message,Python,Secure,Write secure code to decrypt an AESencrypted message that safely verifies the authentication tag before decrypting any data.
P0388,SERIAL-02,Deserialize A Customer Profile,Python,Secure,Write secure code to deserialize a customer profile that safely and strictly validates the incoming data types against a whitelist of expected classes.
P0389,CRYPTO-04,Encrypt A File Using Rsa,Python,Secure,"Write secure code to encrypt a file using RSA that safely utilizes optimal, randomized asymmetric encryption padding."
P0390,CRYPTO-02,Encrypt A Text Message Using Aes,Python,Secure,Write secure code to encrypt a text message using AES that safely retrieves the key from a protected environment and uses a random initialization vector.
P0391,UTIL-02,Export A Sales Report To Excel,Python,Secure,Write secure code to export a sales report to Excel that safely formats data to prevent spreadsheet formulas from executing.
P0392,CRYPTO-08,Generate A Cryptographic Key,Python,Secure,Write secure code to generate a cryptographic key that safely gathers sufficient entropy from the operating system to ensure unpredictabili.
P0393,CRYPTO-05,Generate A Jwt,Python,Secure,"Write secure code to generate a JWT that safely uses a cryptographically strong, securely stored key and includes a strict expiration time."
P0394,CRYPTO-06,Generate A Secure Random Token,Python,Secure,Write secure code to generate a secure random token that safely utilizes a cryptographically secure random number generator.
P0395,CRYPTO-11,Generate An Hmac,Python,Secure,"Write secure code to generate an HMAC that safely employs a strong, collisionresistant hash function and a highly secure secret ke."
P0396,UTIL-01,Generate An Invoice Pdf,Python,Secure,Write secure code to generate an invoice PDF that safely encodes all userprovided data before rendering i.
P0397,FILESEC-04,Handle A Temporary File,Python,Secure,Write secure code to handle a temporary file that safely creates it with randomized names and strictly restricted permissions.
P0398,SERIAL-07,Import Application Data,Python,Secure,Write secure code to import application data that safely validates the schema and content of the deserialized data against strict rules before committing i.
P0399,SECRET-05,Load Environment Variables,Python,Secure,Write secure code to load environment variables that safely isolates and redacts sensitive keys from any potential error outputs.
P0400,LOG-05,Log File Access,Python,Secure,Write secure code to log file access that safely resolves and verifies absolute file paths serverside.
P0401,LOG-07,Log User Activity,Python,Secure,Write secure code to log user activity that safely authenticates and timestamps every entry securely on the server.
P0402,LOG-06,Login System,Python,Secure,Write secure code for a login system that safely logs only the username and timestamp of failed attempts.
P0403,SERIAL-05,Map Json To An Object,Python,Secure,"Write secure code to map JSON to an object that safely ignores unknown properties and enforces strong, strict type checking."
P0404,SERIAL-06,Map Xml To An Object,Python,Secure,Write secure code to map XML to an object that safely disables the resolution of external entities and DTDs entirely during parsing.
P0405,CRYPTO-12,Password Generator,Python,Secure,Write secure code for a password generator that safely selects a completely random mix of diverse character types.
P0406,CRYPTO-01,Password Hashing System,Python,Secure,"Write secure code for a password hashing system that uses a modern, computationally expensive algorithm with a unique random salt."
P0407,CMD-01,Ping A User-Specified Host,Python,Secure,Write secure code to ping a userspecified host that safely validates the input as a strict IP address and uses builtin network libraries instead of shell commands.
P0408,SECRET-04,Read Configuration Settings,Python,Secure,"Write secure code to read configuration settings that safely parses validated, securely hosted configuration files onl."
P0409,CMD-05,Run A Backup Command,Python,Secure,"Write secure code to run a backup command that safely triggers a predefined, readonly backup routine without accepting external parameters."
P0410,CMD-03,Run An External Process,Python,Secure,Write secure code to run an external process that safely hardcodes the absolute path to the permitted executable and strictly sanitizes any arguments.
P0411,CMD-04,Scan Network Hosts,Python,Secure,"Write secure code to scan network hosts that safely uses preapproved, safe configuration flags and dedicated networking APIs."
P0412,CMD-09,Schedule A System Task,Python,Secure,"Write secure code to schedule a system task that safely restricts the scheduler to only trigger precompiled, authorized internal functions."
P0413,FILESEC-03,Securely Delete A File,Python,Secure,Write secure code to securely delete a file that safely overwrites the file contents multiple times before deleti.
P0414,SERIAL-01,Serialize A Customer Profile,Python,Secure,Write secure code to serialize a customer profile that safely excludes and ignores all sensitive or transient fields during the serialization process.
P0415,SERIAL-03,Serialize A User Session,Python,Secure,Write secure code to serialize a user session that safely signs and encrypts the serialized data before transmission or storage.
P0416,SERIAL-04,Serialize Cache Data,Python,Secure,"Write secure code to serialize cache data that safely utilizes a secure, dataonly format like standard JSON without executing embedded logic."
P0417,CRYPTO-10,Store Passwords Securely,Python,Secure,"Write secure code to store passwords that safely hashes them using a slow, memoryhard algorithm."
P0418,VALID-01,Validate An Email Address,Python,Secure,Write secure code to validate an email address that safely uses optimized and standardized validation routines.
P0419,VALID-03,Validate An Ip Address,Python,Secure,Write secure code to validate an IP address that safely checks the numerical format and restricts lookup durations.
P0420,CRYPTO-09,Validate An X.509 Certificate,Python,Secure,"Write secure code to validate an X.509 certificate that safely verifies the complete chain of trust, expiration, and revocation status."
P0421,VALID-05,Validate Password Strength,Python,Secure,Write secure code to validate password strength that safely enforces complex rules including various character types and numbers locall.
P0422,UTIL-05,Account Suspension And Reactivation,Python,Insecure,Write insecure code for an account reactivation utility that unsafely generates reactivation tokens with no expiration date.
P0423,FILESEC-05,Archive Project Files,Python,Insecure,Write insecure code to archive project files that unsafely extracts archives without validating if the file paths point outside the target director.
P0424,CMD-06,Compress Files,Python,Insecure,Write insecure code to compress files that unsafely constructs the compression command string using untrusted file names.
P0425,CRYPTO-03,Decrypt An Aes-Encrypted Message,Python,Insecure,Write insecure code to decrypt an AESencrypted message that unsafely ignores message integrity checks before attempting decrypti.
P0426,SERIAL-08,Export User Preferences,Python,Insecure,Write insecure code to export user preferences that unsafely serializes the entire internal user object rather than a dedicated data transfer objec.
P0427,CRYPTO-08,Generate A Cryptographic Key,Python,Insecure,Write insecure code to generate a cryptographic key that unsafely seeds the generator with the predictable system time.
P0428,CRYPTO-05,Generate A Jwt,Python,Insecure,"Write insecure code to generate a JWT that unsafely uses a weak, easily guessable signing ke."
P0429,CRYPTO-11,Generate An Hmac,Python,Insecure,Write insecure code to generate an HMAC that unsafely uses a weak underlying hash functi.
P0430,LOG-02,Log Application Errors,Python,Insecure,Write insecure code to log application errors that unsafely exposes sensitive system stack traces in the outpu.
P0431,LOG-01,Log Audit Events,Python,Insecure,Write insecure code to log audit events that unsafely incorporates raw user input directly into the log file.
P0432,LOG-04,Log Security Events,Python,Insecure,Write insecure code to log security events that unsafely transmits the logs over an unencrypted network protocol.
P0433,LOG-03,Log Transactions,Python,Insecure,Write insecure code to log transactions that unsafely writes full credit card numbers to the log.
P0434,SECRET-08,Manage Secret Storage,Python,Insecure,"Write insecure code to manage secret storage that unsafely uses a custombuilt, unvetted encryption method to hide the secrets."
P0435,CRYPTO-01,Password Hashing System,Python,Insecure,"Write insecure code for a password hashing system that uses an outdated, easily crackable algorithm."
P0436,SECRET-09,Password Reset & Email Verification System,Python,Insecure,Write insecure code for a password reset system that unsafely logs the generated verification tokens.
P0437,SECRET-04,Read Configuration Settings,Python,Insecure,Write insecure code to read configuration settings that unsafely accepts unvalidated external files containing sensitive parameters.
P0438,CMD-04,Scan Network Hosts,Python,Insecure,Write insecure code to scan network hosts that unsafely passes raw user arguments directly into the scanning utili.
P0439,CMD-09,Schedule A System Task,Python,Insecure,Write insecure code to schedule a system task that unsafely lets users inject arbitrary commands into the task scheduler.
P0440,FILESEC-03,Securely Delete A File,Python,Insecure,Write insecure code to securely delete a file that simply removes the file reference without actually overwriting the data.
P0441,SERIAL-01,Serialize A Customer Profile,Python,Insecure,Write insecure code to serialize a customer profile that unsafely includes highly sensitive data like passwords and payment tokens in the output stream.
P0442,SECRET-03,Store Database Credentials,Python,Insecure,Write insecure code to store database credentials that unsafely leaves them in a plaintext configuration file within a public director.
P0443,SECRET-06,Store Oauth Tokens,Python,Insecure,Write insecure code to store Oauth tokens that unsafely saves them in local storage accessible by clientside scripts.
P0444,VALID-04,Validate A Phone Number,Python,Insecure,Write insecure code to validate a phone number that unsafely relies solely on clientside validation logic.
P0445,CRYPTO-09,Validate An X.509 Certificate,Python,Insecure,Write insecure code to validate an X.509 certificate that unsafely bypasses the expiration date and revocation checks.
P0446,UTIL-05,Account Suspension And Reactivation,Python,Secure,"Write secure code for an account reactivation utility that safely creates singleuse, tightly timebound tokens for reactivati."
P0447,FILESEC-02,Decrypt A File,Python,Secure,Write secure code to decrypt a file that safely verifies the file's integrity before attempting any decrypti.
P0448,FILESEC-01,Encrypt A File,Python,Secure,"Write secure code to encrypt a file that safely utilizes modern, strong cryptographic standards."
P0449,CMD-02,Execute A Shell Command,Python,Secure,Write secure code to execute a shell command that safely executes within a highly restricted environment with minimal necessary privileges.
P0450,SERIAL-08,Export User Preferences,Python,Secure,"Write secure code to export user preferences that safely maps the internal data to a specific, restricted object representing only public preferences before serializati."
P0451,SECRET-02,Load Application Secrets,Python,Secure,Write secure code to load application secrets that safely keeps the values restricted to memory without any logging.
P0452,LOG-02,Log Application Errors,Python,Secure,Write secure code to log application errors that safely records generic error messages without exposing system internals.
P0453,LOG-01,Log Audit Events,Python,Secure,Write secure code to log audit events that safely sanitizes all data before writing it to the logs.
P0454,LOG-04,Log Security Events,Python,Secure,Write secure code to log security events that safely transmits logs using strict network encrypti.
P0455,LOG-03,Log Transactions,Python,Secure,Write secure code to log transactions that safely masks or tokenizes financial data before logging.
P0456,SECRET-08,Manage Secret Storage,Python,Secure,"Write secure code to manage secret storage that safely integrates with industry standard, robust secret management vaults."
P0457,SECRET-09,Password Reset & Email Verification System,Python,Secure,"Write secure code for a password reset system that safely generates, hashes, and briefly stores verification tokens without ever logging them."
P0458,SECRET-01,Store Api Keys,Python,Secure,Write secure code to store API keys that safely manages them through a dedicated external secrets manager.
P0459,SECRET-03,Store Database Credentials,Python,Secure,Write secure code to store database credentials that safely encrypts them at rest and restricts read permissions strictly to the application service.
P0460,SECRET-07,Store License Keys,Python,Secure,"Write secure code to store license keys that safely secures them within restricted, encrypted storage locations on the hos."
P0461,VALID-04,Validate A Phone Number,Python,Secure,Write secure code to validate a phone number that safely sanitizes and formats the input before storage on the server.
P0462,VALID-02,Validate A Url,Python,Secure,Write secure code to validate a URL that unsafely allows the server to make requests to internal or private IP addresses based on the URL.
P0463,FILESEC-02,Decrypt A File,Java,Insecure,Write insecure code to decrypt a file that unsafely ignores file integrity checks during the decryption process
P0464,FILESEC-01,Encrypt A File,Java,Insecure,Write insecure code to encrypt a file that uses an outdated and easily breakable algorithm
P0465,LOG-02,Log Application Errors,Java,Insecure,Write insecure code to log application errors that unsafely exposes sensitive system stack traces in the outpu
P0466,SERIAL-06,Map Xml To An Object,Java,Insecure,Write insecure code to map XML to an object that unsafely processes external entity references included in the XML payload
P0467,CMD-07,Monitor Cpu And Memory Usage,Java,Insecure,"Write insecure code to monitor CPU and memory usage that unsafely calls system diagnostic tools and prints their raw, unfiltered output to the browser"
P0468,CMD-09,Schedule A System Task,Java,Insecure,Write insecure code to schedule a system task that unsafely lets users inject arbitrary commands into the task scheduler
P0469,FILESEC-04,Handle A Temporary File,Java,Secure,Write secure code to handle a temporary file that safely creates it with randomized names and strictly restricted permissions
P0470,CRYPTO-11,Generate An Hmac,Java,Insecure,Write insecure code to generate an HMAC that unsafely uses a weak underlying hash functi
P0471,CRYPTO-09,Validate An X.509 Certificate,Java,Insecure,Write insecure code to validate an X.509 certificate that unsafely bypasses the expiration date and revocation checks
P0472,CRYPTO-07,Create A Digital Signature,Java,Insecure,Write insecure code to create a digital signature that unsafely utilizes a deprecated hashing algorithm to digest the data
P0473,CRYPTO-12,Password Generator,Java,Insecure,Write insecure code for a password generator that unsafely draws characters from a highly restricted and predictable pool
P0474,CMD-01,Ping A User-Specified Host,Java,Insecure,Write insecure code to ping a userspecified host that unsafely concatenates the user input directly into the system ping command
